iter	RMSE
138	1797.178935
139	1793.523147
140	1790.588898
141	1786.36734
142	1784.99356
143	1782.338996
144	1778.664573
145	1775.586821
146	1771.150561
147	1767.780847
148	1765.014466
149	1761.605123
150	1758.28977
151	1757.782774
152	1755.8487
153	1753.594161
154	1751.234105
155	1749.752659
156	1748.166634
157	1745.902435
158	1743.303821
159	1742.082355
160	1739.066508
161	1738.614281
162	1734.635345
163	1732.3236
164	1729.623649
165	1726.039978
166	1723.351725
167	1722.922359
168	1720.797163
169	1720.388581
170	1719.393379
171	1716.993475
172	1715.96645
173	1714.110677
174	1712.150516
175	1710.171036
176	1708.876608
177	1707.673727
178	1705.784343
179	1703.697987
180	1702.227306
181	1690.919161
182	1688.33269
183	1687.183563
184	1686.076579
185	1683.991501
186	1681.853764
187	1678.094395
188	1675.041904
189	1671.926467
190	1669.325531
191	1660.29963
192	1658.55075
193	1656.36108
194	1654.658089
195	1653.517091
196	1652.603985
197	1651.702494
198	1650.520943
199	1649.270015
200	1647.205578
201	1643.887676
202	1642.181297
203	1640.617277
204	1639.627503
205	1639.310579
206	1636.958313
207	1635.434222
208	1634.994656
209	1632.62451
210	1630.006943
211	1629.073074
212	1627.513566
213	1625.801067
214	1624.724333
215	1623.779491
216	1622.622143
217	1620.663305
218	1619.010301
219	1618.60354
220	1616.460972
221	1613.545184
222	1612.550002
223	1611.010681
224	1609.557791
225	1606.121506
226	1603.822504
227	1602.404497
228	1601.713732
229	1600.054927
230	1598.747971
231	1598.053476
232	1596.131054
233	1595.412277
234	1592.520315
235	1591.758805
236	1591.04367
237	1588.208703
238	1587.9151
239	1581.001965
240	1579.48374
241	1578.120443
242	1576.591945
243	1575.521581
244	1575.062457
245	1573.831889
246	1572.248809
247	1570.520506
248	1569.512382
249	1569.242336
250	1568.854289
251	1567.87538
252	1566.52066
253	1565.695904
254	1565.01621
255	1562.81872
256	1562.05679
257	1559.53492
258	1558.551525
259	1556.312911
260	1555.230018
261	1553.749402
262	1551.263609
263	1550.062219
264	1549.694618
265	1548.40888
266	1547.730589
267	1547.116638
268	1545.057303
269	1542.79078
270	1541.596713
271	1541.345941
272	1540.748586
273	1539.681946
274	1539.443518
275	1537.516114
276	1536.513374
277	1531.176824
278	1530.062329
279	1529.080877
280	1528.032704
281	1526.223788
282	1524.990525
283	1524.654316
284	1523.65376
285	1522.417671
286	1521.219682
287	1519.782402
288	1515.99182
289	1515.088444
290	1513.289594
291	1511.545139
292	1510.003236
293	1509.086714
294	1508.525901
295	1507.990142
296	1507.446183
297	1505.44156
298	1504.286947
299	1503.400227
300	1501.975933
301	1500.272095
302	1498.839278
303	1497.171725
304	1496.316567
305	1496.104577
306	1495.172759
307	1492.582381
308	1491.269019
309	1490.0345
310	1488.529572
311	1487.677045
312	1487.473978
313	1487.187874
314	1486.713455
315	1486.520449
316	1481.477656
317	1481.224513
318	1480.68716
319	1480.457103
320	1479.032852
321	1478.347211
322	1476.600297
323	1475.532281
324	1474.605124
325	1472.78075
326	1471.338228
327	1469.636723
328	1469.184944
329	1464.964012
330	1464.684645
331	1462.866625
332	1461.357113
333	1461.134591
334	1460.003594
335	1457.835912
336	1457.106801
337	1455.956399
338	1454.935937
339	1454.660907
340	1451.9454
341	1450.745139
342	1449.929544
343	1449.188288
344	1447.300398
345	1446.476321
346	1445.087744
347	1444.446397
348	1443.247997
349	1442.294647
350	1441.729676
351	1440.885576
352	1440.004335
353	1439.426536
354	1437.951183
355	1437.727759
356	1437.32288
357	1436.201574
358	1435.628299
359	1435.005514
360	1433.694905
361	1432.267963
362	1429.918402
363	1428.978572
364	1427.900125
365	1424.68159
366	1424.501492
367	1424.310894
368	1422.531214
369	1422.053959
370	1420.895939
371	1420.194605
372	1419.302842
373	1417.456165
374	1416.651353
375	1415.547204
376	1414.343738
377	1414.170429
378	1413.759074
379	1413.022095
380	1412.315135
381	1411.759475
382	1410.355703
383	1409.79268
384	1408.93112
385	1408.609649
386	1408.239191
387	1407.875591
388	1407.082994
389	1406.297176
390	1405.60775
391	1403.887954
392	1403.548512
393	1403.092411
394	1402.949563
395	1402.033944
396	1400.494759
397	1399.992552
398	1399.112159
399	1397.7823
400	1395.463794
401	1395.340806
402	1393.848539
403	1393.074013
404	1392.066177
405	1390.242567
406	1389.035308
407	1387.875369
408	1386.767045
409	1386.092088
410	1385.574929
411	1385.289839
412	1384.173679
413	1383.109577
414	1381.519504
415	1381.225522
416	1380.543624
417	1379.80144
418	1379.184302
419	1378.110827
420	1377.939617
421	1375.240669
422	1374.327052
423	1373.67101
424	1373.011175
425	1372.034647
426	1371.442232
427	1370.654692
428	1369.782667
429	1369.206836
430	1368.270256
431	1367.247156
432	1366.710289
433	1366.188277
434	1365.239036
435	1364.959302
436	1364.570008
437	1364.18928
438	1363.721604
439	1362.796027
440	1360.615377
441	1360.454424
442	1360.324194
443	1359.289049
444	1358.496815
445	1356.416338
446	1355.856857
447	1354.68531
448	1354.221879
449	1353.770739
450	1352.837258
451	1352.470526
452	1351.970322
453	1351.1545
454	1351.035368
455	1350.224653
456	1348.496547
457	1348.102601
458	1347.691112
459	1347.201588
460	1346.786873
461	1346.080096
462	1345.389225
463	1344.602796
464	1343.263901
465	1342.771052
466	1342.328717
467	1341.414105
468	1339.994212
469	1338.969606
470	1338.379916
471	1337.771546
472	1336.827574
473	1336.440824
474	1336.131779
475	1335.470337
476	1334.563835
477	1333.822214
478	1333.276588
479	1332.681768
480	1332.458315
481	1331.823981
482	1329.515714
483	1329.089521
484	1328.378409
485	1327.737736
486	1327.200149
487	1326.554793
488	1326.178855
489	1325.766546
490	1325.153959
491	1324.341726
492	1323.200494
493	1322.697054
494	1322.14867
495	1321.529565
496	1320.799234
497	1318.877209
498	1318.353136
499	1317.680965
500	1317.058747
501	1316.133465
502	1315.568856
503	1315.248598
504	1314.900545
505	1314.348248
506	1313.81905
507	1312.623536
508	1312.117761
509	1311.638817
510	1310.949657
511	1310.756279
512	1310.239858
513	1309.797156
514	1309.533954
515	1309.190716
516	1308.729488
517	1308.32075
518	1308.107779
519	1307.612614
520	1306.812752
521	1306.477069
522	1305.839387
523	1305.58536
524	1305.110994
525	1304.73157
526	1303.512976
527	1302.699137
528	1301.859571
529	1300.93495
530	1299.164263
531	1298.559731
532	1297.598472
533	1297.267423
534	1296.528469
535	1295.630282
536	1295.037856
537	1294.556296
538	1294.010684
539	1293.577904
540	1293.373745
541	1292.798162
542	1292.614433
543	1291.903548
544	1291.526466
545	1291.100492
546	1290.160438
547	1289.80756
548	1289.121285
549	1288.734205
550	1288.182216
551	1287.854799
552	1287.676141
553	1287.122373
554	1286.604281
555	1286.028969
556	1285.736647
557	1284.986171
558	1284.645526
559	1283.389557
560	1282.876227
561	1282.56357
562	1282.277382
563	1281.914019
564	1281.790778
565	1281.427962
566	1280.945869
567	1280.656014
568	1279.899964
569	1279.515815
570	1278.911048
571	1278.120986
572	1276.478641
573	1276.006178
574	1275.676594
575	1275.515931
576	1274.964506
577	1274.676938
578	1274.406096
579	1273.806988
580	1273.061865
581	1272.545286
582	1272.072932
583	1271.787476
584	1271.386181
585	1270.884257
586	1270.583673
587	1268.900858
588	1268.814199
589	1268.310054
590	1267.918667
591	1267.427094
592	1267.045287
593	1266.412668
594	1265.451222
595	1264.758553
596	1264.204646
597	1263.81795
598	1263.324107
599	1263.261235
600	1262.799274
601	1262.15062
602	1261.56283
603	1261.101935
604	1260.622932
605	1260.552114
606	1260.405281
607	1259.507159
608	1259.195521
609	1258.629899
610	1258.239248
611	1257.521062
612	1257.299672
613	1257.237124
614	1256.867852
615	1256.25756
616	1254.974534
617	1254.517814
618	1254.289948
619	1252.953345
620	1252.524662
621	1252.121944
622	1251.989799
623	1250.824482
624	1250.266967
625	1249.910592
626	1249.483555
627	1248.85442
628	1248.419268
629	1247.9354
630	1246.899489
631	1246.508582
632	1246.253718
633	1246.003521
634	1245.706332
635	1244.916125
636	1244.170376
637	1243.839534
638	1243.573351
639	1243.212154
640	1241.779432
641	1241.435329
642	1240.757692
643	1240.479543
644	1240.359848
645	1239.857152
646	1239.151675
647	1238.897468
648	1238.435447
649	1237.511884
650	1237.192474
651	1236.741346
652	1236.485369
653	1236.102758
654	1235.614652
655	1235.3114
656	1235.085451
657	1234.751363
658	1234.130288
659	1233.618246
660	1232.90474
661	1232.455595
662	1232.25079
663	1231.578524
664	1231.195047
665	1231.050291
666	1230.654512
667	1230.245311
668	1229.965736
669	1229.645572
670	1228.439469
671	1228.023914
672	1227.326247
673	1227.015498
674	1226.784759
675	1226.639066
676	1226.174651
677	1226.081336
678	1225.848661
679	1225.343339
680	1225.052069
681	1224.776333
682	1223.752609
683	1223.114521
684	1222.994081
685	1222.939176
686	1222.425806
687	1221.674334
688	1221.255186
689	1221.11327
690	1220.74459
691	1220.444347
692	1219.79979
693	1219.589396
694	1219.149732
695	1218.867924
696	1218.661609
697	1218.346749
698	1217.921363
699	1217.747423
700	1217.40343
701	1216.853999
702	1216.255746
703	1215.975856
704	1215.925267
705	1215.65856
706	1214.814921
707	1214.229022
708	1213.979332
709	1213.777242
710	1213.493522
711	1213.132442
712	1212.762235
713	1212.142253
714	1211.701637
715	1211.164632
716	1210.82827
717	1210.475312
718	1210.036416
719	1209.61328
720	1209.301319
721	1208.975094
722	1208.929982
723	1208.712658
724	1208.44676
725	1207.59701
726	1207.039396
727	1206.522544
728	1206.015881
729	1205.520648
730	1204.776481
731	1204.238641
732	1203.876305
733	1203.67484
734	1203.07265
735	1202.575225
736	1202.239969
737	1201.836679
738	1201.657143
739	1201.110021
740	1200.922349
741	1200.880534
742	1200.781368
743	1200.614067
744	1200.28214
745	1199.764488
746	1199.339774
747	1198.890692
748	1198.390476
749	1198.167994
750	1197.83841
751	1197.784058
752	1197.568503
753	1197.286611
754	1196.812876
755	1196.393441
756	1196.00469
757	1195.574816
758	1195.455082
759	1195.247966
760	1194.903428
761	1194.656225
762	1194.515631
763	1194.160912
764	1192.840214
765	1192.554916
766	1192.350762
767	1192.19438
768	1191.72004
769	1191.334698
770	1190.824569
771	1190.48084
772	1190.039614
773	1189.468187
774	1189.211264
775	1189.174804
776	1188.855785
777	1188.414079
778	1188.258587
779	1187.039859
780	1186.996022
781	1186.67531
782	1186.210989
783	1185.928855
784	1185.519231
785	1185.410714
786	1185.237113
787	1184.891768
788	1184.780101
789	1184.24189
790	1183.83269
791	1183.537955
792	1183.304994
793	1182.835589
794	1182.533801
795	1182.438276
796	1182.013371
797	1181.552529
798	1181.057364
799	1180.671145
800	1180.494061
801	1180.214426
802	1179.5965
803	1179.164986
804	1178.946338
805	1178.575902
806	1178.396836
807	1178.108105
808	1177.672624
809	1177.330482
810	1177.06953
811	1176.953068
812	1176.586487
813	1176.199033
814	1176.169012
815	1175.944335
816	1175.365048
817	1175.212172
818	1174.744189
819	1174.532988
820	1174.174573
821	1173.920377
822	1173.738865
823	1173.481984
824	1173.35098
825	1173.051365
826	1172.670085
827	1172.468722
828	1172.100858
829	1171.729989
830	1171.481544
831	1171.139022
832	1170.97313
833	1170.637514
834	1170.30179
835	1169.848546
836	1169.347722
837	1169.124195
838	1168.787409
839	1168.447957
840	1168.283001
841	1167.973776
842	1167.939516
843	1167.704209
844	1167.409371
845	1167.070809
846	1166.699219
847	1165.577777
848	1165.264185
849	1164.980057
850	1164.827093
851	1164.366096
852	1164.013215
853	1163.776497
854	1163.696971
855	1163.669479
856	1163.413685
857	1162.969478
858	1162.587338
859	1162.389514
860	1161.843349
861	1160.808356
862	1160.767829
863	1160.445091
864	1160.031231
865	1159.571278
866	1159.28869
867	1159.020966
868	1158.71965
869	1158.441891
870	1158.049565
871	1157.694103
872	1157.38526
873	1157.233122
874	1156.930145
875	1156.773633
876	1156.421586
877	1156.238186
878	1156.210465
879	1155.840459
880	1155.570999
881	1155.54942
882	1155.524171
883	1155.213348
884	1155.070248
885	1154.763729
886	1154.42641
887	1154.285566
888	1153.974972
889	1153.82254
890	1153.663196
891	1153.368946
892	1153.012066
893	1152.716465
894	1152.426388
895	1152.209206
896	1151.933292
897	1151.558238
898	1151.271788
899	1150.969951
900	1150.629446
901	1150.291923
902	1149.528337
903	1149.023269
904	1148.728663
905	1148.63938
906	1148.520027
907	1148.324569
908	1147.981858
909	1147.657088
910	1147.513453
911	1147.214328
912	1147.188588
913	1146.882085
914	1146.617865
915	1146.399359
916	1146.25549
917	1146.058945
918	1145.602266
919	1145.378257
920	1145.355967
921	1145.176467
922	1144.953928
923	1144.662512
924	1144.277868
925	1144.081106
926	1143.697348
927	1143.528832
928	1143.454231
929	1143.239934
930	1143.015546
931	1142.995209
932	1142.943233
933	1141.987793
934	1141.790985
935	1141.475207
936	1141.028612
937	1140.946104
938	1140.688926
939	1140.419687
940	1139.779922
941	1139.515182
942	1139.162293
943	1138.87559
944	1138.657435
945	1138.399809
946	1138.270789
947	1137.996429
948	1137.96146
949	1137.690434
950	1137.624502
951	1137.320592
952	1137.035242
953	1136.81062
954	1136.585218
955	1136.385102
956	1136.19119
957	1135.82261
958	1135.553307
959	1135.318281
960	1134.989889
961	1134.966074
962	1134.087894
963	1133.871255
964	1133.065639
965	1133.043616
966	1132.939885
967	1132.658516
968	1132.449243
969	1132.323286
970	1131.992157
971	1131.738822
972	1131.445594
973	1131.307294
974	1131.169146
975	1130.861431
976	1130.845611
977	1130.730893
978	1130.192036
979	1130.077622
980	1129.853246
981	1129.60702
982	1129.532616
983	1129.354861
984	1129.111448
985	1128.954195
986	1128.779157
987	1128.49168
988	1128.192496
989	1127.957641
990	1127.559935
991	1127.252459
992	1127.198376
993	1127.072383
994	1126.497606
995	1126.481036
996	1126.231959
997	1125.914101
998	1125.697082
999	1125.381871
